p_lat,p_bike_racks,b_pedelec_battery,city,p_free_racks,trip,p_rack_locks,p_name,p_uid,b_boardcomputer,datetime,p_number,p_maintenance,b_active,b_bike_type,p_bike,p_lng,p_bike_types,p_spot,p_place_type,p_booked_bikes,p_terminal_type,p_free_special_racks,b_number,p_bikes,p_address,p_special_racks,b_lock_types,b_battery_pack,b_state,b_electric_lock
50.999402205789,6,,dresden,3,end,False,DVB Endpunkt Prohlis,300244,7551003586,2019-05-31 21:27:00,4430,False,True,0,False,13.799300193787,"{""undefined"": 1, ""15"": 1}",True,0,0,,0,93304,2,,0,frame_lock,,ok,True
50.999402205789,6,,dresden,3,last,False,DVB Endpunkt Prohlis,300244,7551003586,2019-05-31 23:59:00,4430,False,True,0,False,13.799300193787,"{""undefined"": 1, ""15"": 1}",True,0,0,,0,93304,2,,0,frame_lock,,ok,True
51.049551111111,0,,dresden,0,first,False,BIKE 93443,16510384,7551002392,2019-05-31 00:00:00,0,False,True,0,True,13.748207777778,"{""undefined"": 1}",False,12,0,,0,93443,1,,0,frame_lock,,ok,True
51.048835555556,0,,dresden,0,last,False,BIKE 93443,16517880,7551002392,2019-05-31 04:51:00,0,False,True,0,True,13.748636666667,"{""undefined"": 1}",False,12,0,,0,93443,1,Zirkusstraße 3,0,frame_lock,,ok,True
51.042955536027,0,,dresden,0,first,False,Pohlandplatz,126784,7551022256,2019-05-31 00:00:00,4322,True,True,71,False,13.795416355133,"{""undefined"": 2, ""71"": 2, ""15"": 1}",True,0,0,,0,93859,5,,0,frame_lock,,ok,True
51.042955536027,0,,dresden,0,last,False,Pohlandplatz,126784,7551022256,2019-05-31 04:36:00,4322,True,True,71,False,13.795416355133,"{""undefined"": 2, ""71"": 2, ""15"": 1}",True,0,0,,0,93859,5,,0,frame_lock,,ok,True
51.049427508558,0,,dresden,0,first,False,Altmarkt / Seestraße ,43026,7551022263,2019-05-31 00:00:00,4413,False,True,71,False,13.736944198608,"{""71"": 1}",True,0,0,,0,93875,1,,0,frame_lock,,ok,True
51.049427508558,0,,dresden,0,last,False,Altmarkt / Seestraße ,43026,7551022263,2019-05-31 04:36:00,4413,False,True,71,False,13.736944198608,"{""71"": 1}",True,0,0,,0,93875,1,,0,frame_lock,,ok,True
51.022804444444,0,,dresden,0,first,False,BIKE 93551,16502774,7551007273,2019-05-31 00:00:00,0,False,True,15,True,13.774214444444,"{""15"": 1}",False,12,0,,0,93551,1,,0,frame_lock,,ok,True
51.022893333333,0,,dresden,0,start,False,BIKE 93551,16502774,7551007273,2019-05-31 11:42:00,0,False,True,15,True,13.774194444444,"{""15"": 1}",False,12,0,,0,93551,1,Eugen-Bracht-Straße 19,0,frame_lock,,ok,True
51.022893333333,0,,dresden,0,end,False,BIKE 93551,16502774,7551007273,2019-05-31 11:49:00,0,False,True,15,True,13.774194444444,"{""15"": 1}",False,12,0,,0,93551,1,Eugen-Bracht-Straße 19,0,frame_lock,,ok,True
51.02268,0,,dresden,0,start,False,BIKE 93551,16502774,7551007273,2019-05-31 14:04:00,0,False,True,15,True,13.774243333333,"{""15"": 1}",False,12,0,,0,93551,1,Eugen-Bracht-Straße 19,0,frame_lock,,ok,True
51.02268,0,,dresden,0,end,False,BIKE 93551,16502774,7551007273,2019-05-31 14:06:00,0,False,True,15,True,13.774243333333,"{""15"": 1}",False,12,0,,0,93551,1,Eugen-Bracht-Straße 19,0,frame_lock,,ok,True
51.02268,0,,dresden,0,start,False,BIKE 93551,16502774,7551007273,2019-05-31 14:11:00,0,False,True,15,True,13.774243333333,"{""15"": 1}",False,12,0,,0,93551,1,Eugen-Bracht-Straße 19,0,frame_lock,,ok,True
